Date,Symbol,Open,High,Low,Close,Volume
2020-03-11 01-PM,ETHUSD,196.65,198.85,196.54,196.87,1041822.75
2020-03-11 12-PM,ETHUSD,196.67,197.49,195.51,196.65,738175.46
2020-03-11 11-AM,ETHUSD,197.37,198.44,195.83,196.67,664974.8
2020-03-11 10-AM,ETHUSD,197.49,197.49,194.73,197.37,1276692.74
2020-03-11 09-AM,ETHUSD,198.3,198.87,196.69,197.49,602140.44
2020-03-11 08-AM,ETHUSD,199.07,201.02,197.93,198.3,844669.43
2020-03-11 07-AM,ETHUSD,198.25,199.71,197.52,199.07,514923.46
2020-03-11 06-AM,ETHUSD,199.38,200.36,198.24,198.25,419568.28
2020-03-11 05-AM,ETHUSD,200.62,200.62,198.32,199.38,817773.68
2020-03-11 04-AM,ETHUSD,201.84,202.22,200.62,200.62,580676.7
2020-03-11 03-AM,ETHUSD,200.96,202.41,200.32,201.84,504032.33
2020-03-11 02-AM,ETHUSD,202.48,202.71,200.51,200.96,510193.41
2020-03-11 01-AM,ETHUSD,202.23,202.98,201.35,202.48,788915.78
2020-03-11 12-AM,ETHUSD,200.5,202.52,199.9,202.23,458619.5
2020-03-10 11-PM,ETHUSD,203.08,203.08,199.97,200.5,2815650.67
2020-03-10 10-PM,ETHUSD,202.68,203.56,202.1,203.08,1041746.8
2020-03-10 09-PM,ETHUSD,203.12,203.5,201.82,202.68,767627.35
2020-03-10 08-PM,ETHUSD,202.26,204.0,200.88,203.12,2070524.52
2020-03-10 07-PM,ETHUSD,199.31,202.55,198.9,202.26,1084960.23
2020-03-10 06-PM,ETHUSD,201.22,201.22,198.39,199.31,1564766.86
2020-03-10 05-PM,ETHUSD,199.36,201.47,198.4,201.22,1411559.09
2020-03-10 04-PM,ETHUSD,196.55,199.8,195.17,199.36,1351197.97
2020-03-10 03-PM,ETHUSD,203.42,203.42,196.0,196.55,4273768.87
2020-03-10 02-PM,ETHUSD,202.85,205.26,202.57,203.42,1088440.64
2020-03-10 01-PM,ETHUSD,205.79,206.19,201.41,202.85,2082634.98
2020-03-10 12-PM,ETHUSD,203.23,206.28,203.02,205.79,1860280.97
2020-03-10 11-AM,ETHUSD,203.47,205.38,202.36,203.23,1871438.76
2020-03-10 10-AM,ETHUSD,198.32,204.47,198.04,203.47,3035196.22
2020-03-10 09-AM,ETHUSD,199.24,199.37,197.74,198.32,541959.45
2020-03-10 08-AM,ETHUSD,198.93,200.57,198.24,199.24,654138.42
2020-03-10 07-AM,ETHUSD,200.43,200.43,197.25,198.93,1517842.0
2020-03-10 06-AM,ETHUSD,202.84,203.34,200.05,200.43,686848.52
2020-03-10 05-AM,ETHUSD,203.31,203.61,202.03,202.84,518344.49
2020-03-10 04-AM,ETHUSD,202.65,203.85,201.83,203.31,1087161.07
2020-03-10 03-AM,ETHUSD,200.7,202.98,199.91,202.65,1170096.3
2020-03-10 02-AM,ETHUSD,201.18,202.52,200.3,200.7,1035291.68
2020-03-10 01-AM,ETHUSD,203.42,204.79,200.75,201.18,1651655.15
2020-03-10 12-AM,ETHUSD,202.77,204.08,200.77,203.42,2090384.53
2020-03-09 11-PM,ETHUSD,199.0,203.53,197.54,202.77,2734251.01
2020-03-09 10-PM,ETHUSD,196.2,199.74,195.02,199.0,1981400.79
2020-03-09 09-PM,ETHUSD,198.34,198.81,195.68,196.2,1137360.78
2020-03-09 08-PM,ETHUSD,197.61,199.68,196.3,198.34,2351877.08
2020-03-09 07-PM,ETHUSD,194.07,198.18,193.78,197.61,3037949.11
2020-03-09 06-PM,ETHUSD,193.26,195.63,192.51,194.07,2692888.18
2020-03-09 05-PM,ETHUSD,195.82,196.63,192.09,193.26,4085903.42
2020-03-09 04-PM,ETHUSD,194.34,200.81,191.19,195.82,7329496.5
2020-03-09 03-PM,ETHUSD,197.77,198.82,189.85,194.34,9973969.49
2020-03-09 02-PM,ETHUSD,202.45,203.55,196.58,197.77,5236222.63
2020-03-09 01-PM,ETHUSD,204.63,205.07,198.09,202.45,3863946.05
2020-03-09 12-PM,ETHUSD,201.16,205.17,200.99,204.63,3860920.98
2020-03-09 11-AM,ETHUSD,203.68,203.68,199.38,201.16,3145976.84
2020-03-09 10-AM,ETHUSD,203.58,205.48,203.35,203.68,780530.33
2020-03-09 09-AM,ETHUSD,207.79,207.84,203.26,203.58,2074859.35
2020-03-09 08-AM,ETHUSD,205.83,208.65,205.83,207.79,2125411.1
2020-03-09 07-AM,ETHUSD,205.02,206.98,204.74,205.83,1076946.93
2020-03-09 06-AM,ETHUSD,204.87,208.28,203.77,205.02,2788396.71
2020-03-09 05-AM,ETHUSD,200.76,206.18,196.73,204.87,6718240.5
2020-03-09 04-AM,ETHUSD,201.69,201.9,196.07,200.76,6527572.28
2020-03-09 03-AM,ETHUSD,200.61,204.41,197.38,201.69,6151540.64
2020-03-09 02-AM,ETHUSD,204.88,205.66,200.19,200.61,3619582.43
2020-03-09 01-AM,ETHUSD,203.51,206.8,200.51,204.88,2356523.07
2020-03-09 12-AM,ETHUSD,199.46,208.0,197.81,203.51,5662270.45
2020-03-08 11-PM,ETHUSD,204.05,209.72,196.0,199.46,7970185.02
2020-03-08 10-PM,ETHUSD,209.85,211.38,204.0,204.05,3156585.32
2020-03-08 09-PM,ETHUSD,209.91,212.36,207.91,209.85,2420983.18
2020-03-08 08-PM,ETHUSD,213.51,214.3,209.72,209.91,1177425.6
2020-03-08 07-PM,ETHUSD,214.69,214.8,211.69,213.51,1692383.74
2020-03-08 06-PM,ETHUSD,215.94,216.5,213.37,214.69,1573781.69
2020-03-08 05-PM,ETHUSD,212.87,218.64,210.42,215.94,5801372.57
2020-03-08 04-PM,ETHUSD,217.02,217.56,203.0,212.87,8804126.61
2020-03-08 03-PM,ETHUSD,220.55,221.2,211.71,217.02,8027943.16
2020-03-08 02-PM,ETHUSD,225.3,225.71,218.46,220.55,3128748.09
2020-03-08 01-PM,ETHUSD,226.07,226.42,223.27,225.3,2018801.93
2020-03-08 12-PM,ETHUSD,231.63,232.08,224.28,226.07,2142250.27
2020-03-08 11-AM,ETHUSD,231.91,232.8,230.85,231.63,797045.86
2020-03-08 10-AM,ETHUSD,230.05,232.0,229.15,231.91,870399.78
2020-03-08 09-AM,ETHUSD,229.23,231.1,229.23,230.05,317255.88
2020-03-08 08-AM,ETHUSD,230.16,230.16,228.72,229.23,329689.71
2020-03-08 07-AM,ETHUSD,229.29,230.62,229.23,230.16,324167.86
2020-03-08 06-AM,ETHUSD,229.89,229.89,227.06,229.29,1458369.16
2020-03-08 05-AM,ETHUSD,231.32,231.44,229.6,229.89,538007.51
2020-03-08 04-AM,ETHUSD,231.81,232.21,230.47,231.32,541969.41
2020-03-08 03-AM,ETHUSD,229.92,232.49,229.19,231.81,1995105.63
2020-03-08 02-AM,ETHUSD,232.77,233.68,229.04,229.92,2762973.15
2020-03-08 01-AM,ETHUSD,234.12,234.35,232.24,232.77,1086178.85
2020-03-08 12-AM,ETHUSD,237.75,237.75,231.78,234.12,3974956.16
2020-03-07 11-PM,ETHUSD,240.36,241.02,236.67,237.75,1406479.52
2020-03-07 10-PM,ETHUSD,238.62,240.95,238.55,240.36,850248.42
2020-03-07 09-PM,ETHUSD,238.21,239.99,237.66,238.62,577486.45
2020-03-07 08-PM,ETHUSD,239.05,239.42,238.06,238.21,608186.69
2020-03-07 07-PM,ETHUSD,239.17,240.13,238.07,239.05,798308.41
2020-03-07 06-PM,ETHUSD,239.79,240.38,237.24,239.17,5053994.97
2020-03-07 05-PM,ETHUSD,246.02,246.02,238.11,239.79,6867242.94
2020-03-07 04-PM,ETHUSD,247.62,253.01,244.6,246.02,7186818.11
2020-03-07 03-PM,ETHUSD,245.25,247.96,245.01,247.62,988698.84
2020-03-07 02-PM,ETHUSD,243.81,245.38,243.63,245.25,366037.0
2020-03-07 01-PM,ETHUSD,243.97,245.19,243.0,243.81,567395.26
2020-03-07 12-PM,ETHUSD,244.44,247.25,243.83,243.97,572828.79
2020-03-07 11-AM,ETHUSD,244.27,245.12,243.75,244.44,432875.77
2020-03-07 10-AM,ETHUSD,245.5,245.89,244.26,244.27,514440.46
2020-03-07 09-AM,ETHUSD,244.66,245.5,244.11,245.5,262862.56
2020-03-07 08-AM,ETHUSD,243.51,244.82,243.31,244.66,440855.73
2020-03-07 07-AM,ETHUSD,242.8,243.88,241.53,243.51,512469.05
2020-03-07 06-AM,ETHUSD,243.56,245.48,242.8,242.8,1646836.45
2020-03-07 05-AM,ETHUSD,243.72,243.99,242.54,243.56,500376.83
2020-03-07 04-AM,ETHUSD,244.29,244.9,242.84,243.72,702175.88
2020-03-07 03-AM,ETHUSD,245.0,246.29,244.24,244.29,1179886.03
2020-03-07 02-AM,ETHUSD,243.56,245.0,243.5,245.0,516684.38
2020-03-07 01-AM,ETHUSD,244.93,245.45,243.0,243.56,1176379.43
2020-03-07 12-AM,ETHUSD,245.56,247.02,243.55,244.93,1939445.83
2020-03-06 11-PM,ETHUSD,240.5,245.84,240.38,245.56,3449636.01
2020-03-06 10-PM,ETHUSD,241.05,241.6,239.55,240.5,1031333.93
2020-03-06 09-PM,ETHUSD,239.3,241.74,239.3,241.05,2887733.39
2020-03-06 08-PM,ETHUSD,238.26,239.66,238.19,239.3,804511.69
2020-03-06 07-PM,ETHUSD,238.32,239.36,237.59,238.26,1103414.32
2020-03-06 06-PM,ETHUSD,238.94,239.09,237.55,238.32,841354.79
2020-03-06 05-PM,ETHUSD,237.07,239.23,237.07,238.94,1018035.16
2020-03-06 04-PM,ETHUSD,235.24,237.69,235.24,237.07,913292.53
2020-03-06 03-PM,ETHUSD,237.41,238.27,235.16,235.24,1151851.24
2020-03-06 02-PM,ETHUSD,236.87,238.97,236.42,237.41,1096674.26
2020-03-06 01-PM,ETHUSD,239.3,239.49,236.56,236.87,1265345.98
2020-03-06 12-PM,ETHUSD,240.49,240.49,238.0,239.3,1223764.96
2020-03-06 11-AM,ETHUSD,238.42,241.79,238.32,240.49,2834980.63
2020-03-06 10-AM,ETHUSD,236.57,238.68,235.95,238.42,1072419.54
2020-03-06 09-AM,ETHUSD,236.69,237.28,236.1,236.57,957728.34
2020-03-06 08-AM,ETHUSD,235.76,236.69,234.26,236.69,961452.99
2020-03-06 07-AM,ETHUSD,235.31,237.73,235.3,235.76,1451918.39
2020-03-06 06-AM,ETHUSD,233.51,236.41,233.51,235.31,1381611.86
2020-03-06 05-AM,ETHUSD,229.27,234.59,229.27,233.51,2141544.68
2020-03-06 04-AM,ETHUSD,229.37,229.85,229.09,229.27,458652.01
2020-03-06 03-AM,ETHUSD,229.91,230.6,229.28,229.37,1095542.08
2020-03-06 02-AM,ETHUSD,228.99,231.13,228.75,229.91,1070794.99
2020-03-06 01-AM,ETHUSD,228.2,230.13,227.77,228.99,1607858.94
2020-03-06 12-AM,ETHUSD,228.64,229.89,228.0,228.2,1367525.95
2020-03-05 11-PM,ETHUSD,228.81,229.12,226.69,228.64,2483785.93
2020-03-05 10-PM,ETHUSD,231.14,231.14,228.8,228.81,1232777.01
2020-03-05 09-PM,ETHUSD,231.51,232.02,230.67,231.14,898178.9
2020-03-05 08-PM,ETHUSD,233.07,233.26,230.0,231.51,1657594.92
2020-03-05 07-PM,ETHUSD,232.3,233.07,231.01,233.07,956177.85
2020-03-05 06-PM,ETHUSD,232.5,233.15,231.7,232.3,799491.98
2020-03-05 05-PM,ETHUSD,232.72,233.3,231.81,232.5,984067.94
2020-03-05 04-PM,ETHUSD,231.74,233.94,231.06,232.72,2128208.64
2020-03-05 03-PM,ETHUSD,229.6,231.76,229.6,231.74,1356029.33
2020-03-05 02-PM,ETHUSD,232.14,232.75,229.53,229.6,1582464.95
2020-03-05 01-PM,ETHUSD,231.9,232.19,230.74,232.14,1465132.75
2020-03-05 12-PM,ETHUSD,232.6,234.47,231.9,231.9,2182258.93
2020-03-05 11-AM,ETHUSD,232.39,233.5,231.87,232.6,1567182.19
2020-03-05 10-AM,ETHUSD,231.57,232.49,230.51,232.39,1469286.89
2020-03-05 09-AM,ETHUSD,228.94,231.7,228.46,231.57,2851236.63
2020-03-05 08-AM,ETHUSD,228.0,228.94,227.64,228.94,577935.09
2020-03-05 07-AM,ETHUSD,228.95,229.17,227.37,228.0,625292.44
2020-03-05 06-AM,ETHUSD,229.18,230.0,228.35,228.95,1205676.11
2020-03-05 05-AM,ETHUSD,226.98,229.48,226.76,229.18,1770922.57
2020-03-05 04-AM,ETHUSD,226.72,227.66,226.55,226.98,1563237.66
2020-03-05 03-AM,ETHUSD,227.86,228.61,226.54,226.72,2041966.92
2020-03-05 02-AM,ETHUSD,227.16,228.45,226.33,227.86,1976507.48
2020-03-05 01-AM,ETHUSD,226.9,227.41,225.75,227.16,789292.37
2020-03-05 12-AM,ETHUSD,224.56,227.78,224.49,226.9,2626977.82
2020-03-04 11-PM,ETHUSD,223.38,224.92,223.38,224.56,869815.54
2020-03-04 10-PM,ETHUSD,222.87,223.85,222.77,223.38,469882.47
2020-03-04 09-PM,ETHUSD,221.69,223.14,221.18,222.87,408675.33
2020-03-04 08-PM,ETHUSD,222.62,222.62,221.03,221.69,869816.14
2020-03-04 07-PM,ETHUSD,222.52,223.08,221.9,222.62,548443.41
2020-03-04 06-PM,ETHUSD,223.2,223.28,221.38,222.52,674728.87
2020-03-04 05-PM,ETHUSD,222.84,223.81,222.08,223.2,670203.58
2020-03-04 04-PM,ETHUSD,221.97,223.15,220.39,222.84,1522344.97
2020-03-04 03-PM,ETHUSD,223.19,224.32,220.92,221.97,1766542.88
2020-03-04 02-PM,ETHUSD,224.63,225.59,222.53,223.19,1429600.02
2020-03-04 01-PM,ETHUSD,222.93,224.68,222.82,224.63,1203905.28
2020-03-04 12-PM,ETHUSD,223.36,224.08,222.57,222.93,1323988.3
2020-03-04 11-AM,ETHUSD,223.19,224.17,221.65,223.36,1160667.87
2020-03-04 10-AM,ETHUSD,223.73,224.63,223.0,223.19,666572.08
2020-03-04 09-AM,ETHUSD,226.81,226.81,223.46,223.73,547319.69
2020-03-04 08-AM,ETHUSD,226.66,227.28,225.44,226.81,451414.2
2020-03-04 07-AM,ETHUSD,225.28,227.03,224.84,226.66,410406.02
2020-03-04 06-AM,ETHUSD,226.54,226.67,224.24,225.28,634695.72
2020-03-04 05-AM,ETHUSD,227.66,227.66,225.56,226.54,661657.11
2020-03-04 04-AM,ETHUSD,226.15,228.19,226.03,227.66,606537.28
2020-03-04 03-AM,ETHUSD,227.16,227.92,225.85,226.15,1392952.94
2020-03-04 02-AM,ETHUSD,227.43,228.83,226.91,227.16,1717721.0
2020-03-04 01-AM,ETHUSD,224.99,228.24,224.98,227.43,2088411.83
2020-03-04 12-AM,ETHUSD,223.75,225.16,221.87,224.99,1774338.65
2020-03-03 11-PM,ETHUSD,224.3,225.45,223.29,223.75,1537760.59
2020-03-03 10-PM,ETHUSD,223.9,224.81,223.37,224.3,451717.63
2020-03-03 09-PM,ETHUSD,222.25,224.43,222.06,223.9,986045.01
2020-03-03 08-PM,ETHUSD,223.58,223.75,221.61,222.25,854052.51
2020-03-03 07-PM,ETHUSD,223.13,223.89,221.59,223.58,1053963.98
2020-03-03 06-PM,ETHUSD,222.9,223.54,221.73,223.13,1651555.69
2020-03-03 05-PM,ETHUSD,221.8,223.42,221.36,222.9,1571733.77
2020-03-03 04-PM,ETHUSD,224.62,225.68,220.0,221.8,4807596.18
2020-03-03 03-PM,ETHUSD,225.14,229.5,222.4,224.62,5233902.49
2020-03-03 02-PM,ETHUSD,228.91,228.92,224.0,225.14,4392170.93
2020-03-03 01-PM,ETHUSD,228.71,229.45,227.44,228.91,1062003.24
2020-03-03 12-PM,ETHUSD,231.52,232.92,228.03,228.71,688987.72
2020-03-03 11-AM,ETHUSD,229.62,231.85,229.58,231.52,499258.46
2020-03-03 10-AM,ETHUSD,229.15,231.01,228.46,229.62,890557.61
2020-03-03 09-AM,ETHUSD,227.18,229.29,226.47,229.15,579316.39
2020-03-03 08-AM,ETHUSD,226.95,228.47,226.15,227.18,1227003.76
2020-03-03 07-AM,ETHUSD,226.98,228.11,226.36,226.95,960775.03
2020-03-03 06-AM,ETHUSD,230.11,230.11,226.49,226.98,1165321.36
2020-03-03 05-AM,ETHUSD,229.89,230.39,228.64,230.11,872162.37
2020-03-03 04-AM,ETHUSD,231.72,231.72,229.47,229.89,1406634.96
2020-03-03 03-AM,ETHUSD,230.38,232.47,229.31,231.72,1406839.56
2020-03-03 02-AM,ETHUSD,228.39,230.5,228.1,230.38,1180828.4
2020-03-03 01-AM,ETHUSD,228.35,230.36,227.89,228.39,1364660.44
2020-03-03 12-AM,ETHUSD,232.12,232.24,227.85,228.35,2654188.44
2020-03-02 11-PM,ETHUSD,230.64,232.12,229.58,232.12,1659659.42
2020-03-02 10-PM,ETHUSD,233.07,233.21,230.64,230.64,850053.45
2020-03-02 09-PM,ETHUSD,231.93,234.01,231.92,233.07,1814026.92
2020-03-02 08-PM,ETHUSD,232.33,232.33,230.34,231.93,866108.59
2020-03-02 07-PM,ETHUSD,231.62,232.49,230.05,232.33,1261895.75
2020-03-02 06-PM,ETHUSD,231.58,233.65,230.91,231.62,1161283.4
2020-03-02 05-PM,ETHUSD,232.1,234.5,231.02,231.58,4876982.31
2020-03-02 04-PM,ETHUSD,228.47,232.93,227.74,232.1,3247643.45
2020-03-02 03-PM,ETHUSD,227.74,229.69,226.29,228.47,2217549.01
2020-03-02 02-PM,ETHUSD,227.28,229.89,226.18,227.74,2554169.78
2020-03-02 01-PM,ETHUSD,224.08,228.32,224.08,227.28,3633520.42
2020-03-02 12-PM,ETHUSD,224.67,225.38,222.42,224.08,902134.6
2020-03-02 11-AM,ETHUSD,223.99,225.3,223.49,224.67,1016272.13
2020-03-02 10-AM,ETHUSD,222.48,225.52,222.45,223.99,1590306.21
2020-03-02 09-AM,ETHUSD,221.77,222.75,220.75,222.48,1027119.77
2020-03-02 08-AM,ETHUSD,219.79,221.81,219.5,221.77,517242.85
2020-03-02 07-AM,ETHUSD,220.58,221.61,219.53,219.79,840980.95
2020-03-02 06-AM,ETHUSD,221.23,222.73,220.3,220.58,904041.75
2020-03-02 05-AM,ETHUSD,221.16,221.75,219.89,221.23,1397525.05
2020-03-02 04-AM,ETHUSD,218.85,221.2,218.72,221.16,873537.48
2020-03-02 03-AM,ETHUSD,221.09,221.82,217.56,218.85,3302948.12
2020-03-02 02-AM,ETHUSD,218.82,222.0,218.14,221.09,2178867.17
2020-03-02 01-AM,ETHUSD,218.57,219.02,216.13,218.82,1361321.49
2020-03-02 12-AM,ETHUSD,217.26,219.63,215.75,218.57,2671640.12
2020-03-01 11-PM,ETHUSD,218.63,221.11,217.23,217.26,2536483.23
2020-03-01 10-PM,ETHUSD,214.79,219.25,214.69,218.63,1017971.38
2020-03-01 09-PM,ETHUSD,214.24,214.79,213.28,214.79,892236.2
2020-03-01 08-PM,ETHUSD,216.17,216.79,214.13,214.24,829245.58
2020-03-01 07-PM,ETHUSD,212.5,217.39,211.5,216.17,2314670.59
2020-03-01 06-PM,ETHUSD,215.84,215.84,212.5,212.5,1982880.33
2020-03-01 05-PM,ETHUSD,217.15,217.22,214.12,215.84,1550440.07
2020-03-01 04-PM,ETHUSD,220.3,221.14,214.06,217.15,2442255.18
2020-03-01 03-PM,ETHUSD,220.3,221.64,219.5,220.3,921615.5
2020-03-01 02-PM,ETHUSD,222.44,223.22,220.08,220.3,607850.31
2020-03-01 01-PM,ETHUSD,221.44,223.39,219.67,222.44,747908.81
2020-03-01 12-PM,ETHUSD,224.38,227.99,221.22,221.44,2125553.64
2020-03-01 11-AM,ETHUSD,221.1,224.69,220.32,224.38,543612.95
2020-03-01 10-AM,ETHUSD,218.99,221.71,218.99,221.1,366710.67
2020-03-01 09-AM,ETHUSD,219.69,221.49,218.73,218.99,760083.96
2020-03-01 08-AM,ETHUSD,220.0,223.07,219.2,219.69,752799.07
2020-03-01 07-AM,ETHUSD,220.43,221.0,218.7,220.0,607505.32
2020-03-01 06-AM,ETHUSD,222.55,223.24,219.83,220.43,936041.56
2020-03-01 05-AM,ETHUSD,222.41,222.87,220.01,222.55,825366.72
2020-03-01 04-AM,ETHUSD,223.4,224.63,221.51,222.41,824455.51
2020-03-01 03-AM,ETHUSD,223.24,225.26,222.21,223.4,1754070.34
2020-03-01 02-AM,ETHUSD,223.56,225.78,222.75,223.24,1925669.3
2020-03-01 01-AM,ETHUSD,218.2,224.0,215.99,223.56,2612868.9
2020-03-01 12-AM,ETHUSD,217.31,221.26,216.98,218.2,1719900.97
2020-02-29 11-PM,ETHUSD,223.35,223.58,216.83,217.31,1927939.88
2020-02-29 10-PM,ETHUSD,223.48,223.59,222.14,223.35,535998.57
2020-02-29 09-PM,ETHUSD,224.63,225.14,222.74,223.48,561158.03
2020-02-29 08-PM,ETHUSD,225.31,225.33,223.5,224.63,511648.65
2020-02-29 07-PM,ETHUSD,225.09,225.85,223.87,225.31,1250856.2
2020-02-29 06-PM,ETHUSD,225.53,226.17,224.5,225.09,496543.91
2020-02-29 05-PM,ETHUSD,222.68,225.53,222.24,225.53,611136.47
2020-02-29 04-PM,ETHUSD,224.17,225.93,222.36,222.68,694384.75
2020-02-29 03-PM,ETHUSD,223.35,225.88,221.8,224.17,550893.74
2020-02-29 02-PM,ETHUSD,224.42,224.42,221.15,223.35,1479928.44
2020-02-29 01-PM,ETHUSD,225.29,225.37,222.87,224.42,1076646.41
2020-02-29 12-PM,ETHUSD,226.5,226.5,224.14,225.29,359022.09
2020-02-29 11-AM,ETHUSD,223.11,226.74,222.19,226.5,684186.89
2020-02-29 10-AM,ETHUSD,225.86,228.11,222.77,223.11,1053817.02
2020-02-29 09-AM,ETHUSD,228.78,228.78,225.1,225.86,880482.27
2020-02-29 08-AM,ETHUSD,229.73,230.38,228.32,228.78,222951.78
2020-02-29 07-AM,ETHUSD,228.67,230.06,227.84,229.73,603444.28
2020-02-29 06-AM,ETHUSD,232.13,233.0,228.03,228.67,1573935.25
2020-02-29 05-AM,ETHUSD,232.09,233.32,231.16,232.13,855793.43
2020-02-29 04-AM,ETHUSD,230.41,233.0,230.32,232.09,754164.18
2020-02-29 03-AM,ETHUSD,229.23,230.83,228.17,230.41,1173484.59
2020-02-29 02-AM,ETHUSD,227.45,230.33,227.19,229.23,1120127.13
2020-02-29 01-AM,ETHUSD,229.81,231.0,227.38,227.45,696316.26
2020-02-29 12-AM,ETHUSD,227.37,232.2,227.04,229.81,1435038.82
2020-02-28 11-PM,ETHUSD,229.9,231.7,226.53,227.37,1346379.75
2020-02-28 10-PM,ETHUSD,226.12,230.0,225.68,229.9,2237909.55
2020-02-28 09-PM,ETHUSD,223.64,226.87,223.3,226.12,1356679.63
2020-02-28 08-PM,ETHUSD,222.41,226.36,222.01,223.64,2563067.14
2020-02-28 07-PM,ETHUSD,221.4,223.12,220.21,222.41,1547011.54
2020-02-28 06-PM,ETHUSD,222.85,225.89,221.22,221.4,2184245.24
2020-02-28 05-PM,ETHUSD,223.77,224.18,220.22,222.85,2270773.23
2020-02-28 04-PM,ETHUSD,227.07,228.32,223.5,223.77,2465213.15
2020-02-28 03-PM,ETHUSD,224.19,227.32,221.79,227.07,2526378.11
2020-02-28 02-PM,ETHUSD,223.29,224.68,220.12,224.19,3306622.8
